Text,Boolean Questions
15) Great piece on understanding breakthrough infections by @apoorva_nyc. Vaccines work but not perfectly for milder infections - hence we need to mask and ventilate. https://t.co/9gpZ19kFWT,"['Is it true that vaccines work for milder infections?', 'Do vaccines work for milder infections?', 'Is there such thing as a vaccine?']"
,
"In one study, antibody titers in people who received mRNA vaccines were up to 10 times higher than in people who recovered from natural infection. https://t.co/wMHcMpbk4K","['Is there a difference between natural and mrna vaccines?', 'Is the mrna vaccine the same as the natural vaccine?', 'Is there a difference between natural and mri vaccine?']"
,
"@SanjayKalraDr1 explains the meaning of lack of after-effects of the COVID-19 vaccine.  Note: To honour Dr KK’s service to the community, HCFI Dr KK Research Fund will continue to bring you healthcare updates including his recorded videos &amp; fresh content by our medical experts. https://t.co/rIE3KZDc7k","['Is the covid-19 vaccine true or false?', 'Is there an after effect of the covid-19 vaccine?', 'Is there a side effect of the covid-19 vaccine?']"
,
RT @lapublichealth: LA County’s COVID-19 cases have increased by 20x compared to last month when we had just 124 cases on June 21. Let’s he…,"['Is there a covid 19 in la?', 'Is there a covid 19 in la county?', 'Is there a covid 19 in la?']"
,
"Join us today at 7:00 PM on Dr KK’s Medtalks for a discussion with eminent panelists on policy, reach to people and efficacy of Covid vaccines.  Just click on- https://t.co/Vp82wlaE6i https://t.co/8RLrAHOfDf https://t.co/2QPTv0moo4","['Is there going to be a covid vaccine?', 'Is the covid vaccine the same as the vaccine?', 'Is there a discussion about covid vaccines?']"
,
New in NEJM more data on vaccines against Delta variant: “protective immunity conferred by the mRNA vaccines is most likely retained against the B.1.617.1 and B.1.617.2 variants;” neutralizing activity retained above target threshold https://t.co/3gryxoEyzT disclosure: BoD Pfizer https://t.co/77uRjfckNJ,"['Is the delta vaccine the same as the mri vaccine?', 'Is the delta vaccine the same as the nejm?', 'Is the delta vaccine the same as the mri?']"
,
10) “Senior officials now say they expect that people who are 65 and older or who have compromised immune systems will most likely need a third shot from Pfizer or Moderna.”,"['Is moderna and pfizer the same thing?', 'Is moderna the same as pfizer?', 'Do 65 year olds need a third shot from pfizer?']"
,
"12) ""The Delta variant is different” says Dr. Rick Barr of Arkansas Children's Health System. ""We have 12 children admitted to the hospital now with Covid— seem to be much sicker. Most are teens, and a number of them are in the ICU &amp; have Covid pneumonia.""  https://t.co/7fTkhracWG","['Is there a difference between delta and covid pneumonia?', 'Is there a difference between covid and delta?', 'Is there a difference between delta and covid?']"
,
"📍WOW—an @NFL team that experiences an outbreak of #COVID19 among unvaccinated players will now *forfeit* the game, players will be denied their salary, reimburse the other team, and team subject to additional sanctions. That is serious enforcement right there. It’s a solid move! https://t.co/7LJQihxTQV https://t.co/s3kFYCFYIV","['Is it legal to forfeit the nfl?', 'Is it illegal to fake the nfl?', 'Is it legal to fake the nfl?']"
,
"“Sharing vaccines now is essential for ending the acute phase of the pandemic” - @DrTedros. There is no time to waste, sharing immediately will have the maximum impact around the world: https://t.co/AXNgyJYlhQ","['Is sharing vaccines the only way to end the pandemic?', 'Is sharing vaccines the only way to stop the pandemic?', 'Is sharing vaccines now the best way to fight pandemic?']"
,
2005 /351 Covid journey so far https://t.co/uE8Q4LQet9,"['Has there ever been a covid trip so far?', 'Has there ever been a covid journey?', 'Has there ever been a covid flight?']"
,
"Vaccination gives you higher antibody levels and much stronger protection against Covid than natural infection, according to the best data we have today. If you recovered from Covid but still haven't been vaccinated, you may be vulnerable to reinfection—especially by Delta.","['Do you have to be vaccinated against covid?', 'Is it safe to be vaccinated against covid?', 'Do you have to get vaccinated against covid?']"
,
"📍NEAR VERTICAL—The South is now seeing #DeltaVariant in its true vertical exponential form. So many not vaxxed. Short of lockdowns, it now all comes down to masks, ventilation &amp; air disinfection—but if Delta has R0=6, it’s hard to bend curve; if R0=8, it’s almost impossible.🧵 https://t.co/73PpjRxcuH","['Does deltavariant have a vertical exponential form?', 'Is deltavariant the same as vertical exponential?', 'Is delta exponential in the south?']"
,
"“The current COVID-19 surge…will steadily accelerate through the summer and fall, peaking in mid-October, with daily deaths more than triple what they are now…Public policy and behavior could still move the dial toward milder outcomes”  https://t.co/iPloeeWntC","['Is there such a thing as covid-19?', 'Is there such a thing as covid 19?', 'Is there going to be a covid-19 surge?']"
,
क्या नई कोविड लहर के लक्षण अलग हैं? #askdrkk https://t.co/N6JWry3Xgk,"['Is there such thing as a true story?', 'Is there a difference between true and false?', 'Is there such a thing as true love?']"
,
6/n 3. Dexamethasone and inhaled steroids are apparently in supply. But we are checking to see if adequate supplies are available in pharmacies.,"['Is dexamethasone the same as inhaled steroids?', 'Are inhaled steroids and dexamethasone the same?', 'Is dexamethasone and inhaled steroids the same?']"
,
"@profshanecrotty Dear Professor Crotty, I am writing a piece for the NYER on your paper on T cell immunity to C-19. Can I contact you directly by email or DM to set up some time with you?","['Is t cell immunity the same as c-19?', 'Is there a connection between t cell immunity and c-19?', 'Is there a difference between t cell immunity and c-19?']"
,
"10/n The GOI keeps telling us it’s under control. But the testimonies of people tell us a completely opposite story. Can one get the real data ? Where ? Is there a plan ? Who is making the plan, and under what situation?","['Is the governance goal under control true or false?', 'Is the govt under control true or false?', 'Is it true or false that the govt is under control?']"
,
Israel data shows vaccines protective against symptomatic and severe disease; where there's some efficacy decline over time is against mild or asymptomatic infection in older people vaccinated six or more months ago. It's for these cohorts where boosters may be initially targeted https://t.co/DDOBRlqtPU,"['Is there a vaccine for severe disease?', 'Can a vaccine protect against severe disease?', 'Is there a vaccine against severe disease?']"
,
"It was my pleasure to meet with Ambassador @MoniquevDaalen, @NLinGeneva to welcome The Netherlands’ donation to #COVAX. This support will help #COVID19 vaccines reach everyone, everywhere. #OneWorldProtected @DutchMFA https://t.co/d27h09uEjl","['Is there a vaccine in the netherlands?', 'Is the netherlands part of the covacx program?', 'Is the netherlands part of the covax program?']"
,
"5/n An international subgroup, specifically focused on SARS-C2-Delta, might be what is needed next. I'll post what I know over the next few weeks, but this is the next emerging threat.","['Is there a subgroup for sars-c2?', 'Is there an international subgroup for sars-c2?', 'Is sars and c2 the same thing?']"
,
Death demographics: 4 new deaths  &lt;19: 0  20-39: 0  40-59: 2  60-79: 1  80+: 1    https://t.co/9Ep7AzHnSa https://t.co/LfkjByNnTn,"['Is there a difference in age between 40 and 49?', 'Is there such a thing as an 80 year old?', 'Is there a difference in age between 50 and 70?']"
,
"Fascinating @statnews read by @HelenBranswell on how the #COVID19 pandemic may have “made flu’s diversity more manageable” by shrinking the global pool of flu viruses, making it easier to select flu vaccines: https://t.co/4vP1mLYavc","['Is there a vaccine for the flu?', 'Is there a vaccine against the flu?', 'Is there such thing as a flu vaccine?']"
,
"The fastest and fairest way to end the acute phase of the pandemic is through vaccine equity. As @daktari1 rightly says, we cannot afford to risk prolonging the pandemic a day longer: https://t.co/d1nihEq8oq","['Is there a vaccine for the pandemic?', 'Is there a cure for the pandemic?', 'Is vaccine equity the only way to end the pandemic?']"
,
"@tmprowell Our software package, OTHENA, now adopted by Orange County (3.2 MM people) pings you when the vaccine is ready for you. More on https://t.co/cYUtyWIk2v https://t.co/XaX6lYdsVO","['Is the othena vaccine true or false?', 'Is there a vaccine for polio in orange county?', 'Is there a vaccine for leukemia in orange county?']"
,
@bonfamlio Mask wearing or mitigation efforts in general should reduce Rt across the board. We see Delta (and Alpha before it) increase in relative frequency at basically the same pace across geographies regardless of case load. Mitigation should not tilt balance towards particular variant.,"['Is there a difference between delta and delta?', 'Is delta the same as delta delta?', 'Is delta and delta the same thing?']"
,
Global health and improved global health security are two sides of the same coin. I explained how routine immunization boosts resilience and improves pandemic preparedness for @ProSyn: https://t.co/Hr1rB46QjS,"['Is there such a thing as global health?', 'Is global health and improved global security the same thing?', 'Is there a difference between global health and global security?']"
,
I was very sad to learn that one of our local hospitals are re-opening their #COVID19  unit because the numbers are going up again. I feel so defeated right now.,"['Is there going to be a covid19 unit?', 'Is there going to be a covid19 unit?', 'Is there a new covid unit in san francisco?']"
